borough,geo_place_name,zip_code,time_period,pm25,no2,ozone,aqi,purpleair_pm25,truck_vmt,asthma_er_rate,cardiovascular_hosp_rate,respiratory_hosp_rate,pm25_deaths,asthma_ed_rate,cardiovascular_ed_rate,respiratory_ed_rate,population
Brooklyn,Sunset Park (CD7),,2018,7.77,19.76,29.43,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2019,7.37,18.52,28.78,,,5.632804,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2020,6.47,16.89,28.86,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2021,6.997014388,18.0552559,28.94263292,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2022,6.159867841,17.36871859,33.47063595,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2023,7.079861905,18.84985664,34.62553705,,,,53.707087256,,,,,,,
Brooklyn,Sunset Park (CD7),,2024,7.025956057,16.10580838,32.61248936,,,,53.707087256,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2005,,,,,,2.615298,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2009,10.79,27.75,23.65,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2010,9.98,25.9,31.68,,,2.072889,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2011,10.36,25.96,30.7,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2012,9.18,23.45,31.48,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2013,8.77,22.84,29.02,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2014,9.2,22.25,29.83,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2015,8.91,21.29,30.67,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2016,7.98,20.74,32.54,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2017,7.54,20.54,28.88,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2018,7.3,19.9,29.7,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2019,6.68,18.19,29.74,,,3.094335,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2020,6.31,17.34,29.08,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2021,6.716222573,17.45634392,29.91373088,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2022,6.106233431,16.55698281,33.36083066,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2023,6.920418972,16.9515928,36.06213115,,,,19.278633014,,,,,,,
Brooklyn,Crown Heights and Prospect Heights (CD8),,2024,6.773612773,15.89126394,33.20748232,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2005,,,,,,10.487914,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2005-2007,,,,,,,25.6,13.4,5.9,45.4,,,,
Manhattan,Greenwich Village - SoHo,,2009,12.75,34.75,20.56,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2009-2011,,,,,,,24.5,9.6,5.4,41.0,,,,
Manhattan,Greenwich Village - SoHo,,2010,11.56,31.8,27.87,,,10.458446,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2011,12.04,32.25,26.21,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2012,10.99,29.98,27.85,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2012-2014,,,,,,,18.09316507,7.287549969,5.277514541,31.69098951,,,,
Manhattan,Greenwich Village - SoHo,,2013,10.81,29.19,25.22,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2014,11.17,27.99,26.66,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2015,10.6,26.27,27.35,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2015-2017,,,,,,,14.2,8.3,4.7,25.5,,,,
Manhattan,Greenwich Village - SoHo,,2016,9.52,25.93,30.03,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2017,9.02,25.62,25.23,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2017-2019,,,,,,,14.0,5.0,3.0,26.0,,,,
Manhattan,Greenwich Village - SoHo,,2018,8.79,24.79,26.35,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2019,9.65,23.56,25.04,,,10.146983,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2020,8.22,21.32,28.54,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2021,8.224712887,21.30032125,27.96189481,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2022,8.045839268,20.45198364,30.29067016,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2023,7.89977574,22.06564052,29.05630081,,,,19.278633014,,,,,,,
Manhattan,Greenwich Village - SoHo,,2024,8.933307926,19.50562391,30.13551243,,,,19.278633014,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2005,,,,,,2.338782,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2009,10.63,26.99,24.18,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2010,9.91,25.26,32.25,,,1.02288,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2011,10.23,25.21,31.36,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2012,9.07,22.7,32.11,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2013,8.64,22.12,29.62,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2014,9.04,21.66,30.26,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2015,8.7,20.76,31.24,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2016,7.77,20.11,32.98,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2017,7.38,19.95,29.41,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2018,7.13,19.12,30.34,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2019,6.34,17.38,30.57,,,1.957808,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2020,6.06,16.87,29.33,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2021,6.501346358,17.01527761,30.63473267,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2022,5.722829885,15.44228282,34.39961035,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2023,6.607931748,16.06925449,36.97711285,,,,116.75489716,,,,,,,
Brooklyn,South Crown Heights and Lefferts Gardens (CD9),,2024,6.311201205,15.00643674,34.05633843,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2005,,,,,,8.748016,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2005-2007,,,,,,,124.9,25.1,22.0,66.9,,,,
Manhattan,Union Square - Lower East Side,,2009,12.08,32.71,21.16,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2009-2011,,,,,,,151.9,18.5,15.5,58.8,,,,
Manhattan,Union Square - Lower East Side,,2010,10.87,29.99,28.38,,,3.400794,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2011,11.44,30.45,26.94,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2012,10.35,28.23,28.41,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2012-2014,,,,,,,114.7744858,12.65778913,11.9638097,47.28575946,,,,
Manhattan,Union Square - Lower East Side,,2013,10.15,27.39,25.73,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2014,10.53,26.45,26.93,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2015,10.06,24.84,27.73,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2015-2017,,,,,,,102.2,15.6,10.7,45.1,,,,
Manhattan,Union Square - Lower East Side,,2016,9.02,24.49,30.14,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2017,8.52,24.2,25.58,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2017-2019,,,,,,,90.0,10.0,7.0,42.0,,,,
Manhattan,Union Square - Lower East Side,,2018,8.14,22.94,26.82,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2019,8.87,21.57,25.72,,,6.664092,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2020,7.76,19.69,28.92,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2021,7.795986752,19.55281947,28.28720155,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2022,7.451469795,18.02876309,31.19828422,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2023,7.488763093,18.96783053,31.00497205,,,,116.75489716,,,,,,,
Manhattan,Union Square - Lower East Side,,2024,8.448370337,17.67747451,31.02401985,,,,116.75489716,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2005,,,,,,3.393163,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2009,10.18,23.62,25.56,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2010,9.41,22.43,33.44,,,3.667991,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2011,10.01,22.64,32.51,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2012,8.81,20.08,32.99,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2013,8.41,19.48,30.29,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2014,8.83,19.63,30.66,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2015,8.42,19.16,31.77,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2016,7.39,18.54,33.51,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2017,7.26,18.24,29.2,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2018,6.79,17.7,30.1,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2019,6.39,16.43,29.74,,,4.88924,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2020,6.06,15.16,29.22,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2021,6.533140942,16.42038182,29.65426209,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2022,5.740224276,15.2051626,34.84675553,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2023,6.603554291,17.71452907,35.37371742,,,,49.890186963999994,,,,,,,
Brooklyn,Bay Ridge and Dyker Heights (CD10),,2024,6.387986548,15.01434838,32.70528749,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2005,,,,,,4.247372,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2005-2007,,,,,,,71.6,18.6,15.6,59.5,,,,
Manhattan,Lower Manhattan,,2009,13.06,36.69,18.88,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2009-2011,,,,,,,57.2,14.0,5.8,36.4,,,,
Manhattan,Lower Manhattan,,2010,12.19,33.48,26.89,,,2.986114,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2011,12.28,33.5,25.07,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2012,11.32,31.07,26.44,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2012-2014,,,,,,,52.25093482,12.3560724,6.081365832,34.36583106,,,,
Manhattan,Lower Manhattan,,2013,11.06,30.26,24.26,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2014,11.36,28.87,25.98,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2015,10.54,26.61,26.98,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2015-2017,,,,,,,35.4,10.9,6.6,27.3,,,,
Manhattan,Lower Manhattan,,2016,9.53,26.15,29.73,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2017,9.01,25.82,24.66,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2017-2019,,,,,,,33.0,7.0,4.0,23.0,,,,
Manhattan,Lower Manhattan,,2018,8.94,25.15,25.92,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2019,8.23,24.17,24.72,,,3.446159,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2020,7.42,21.55,27.71,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2021,7.581538553,21.4863876,27.96287541,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2022,7.105169767,20.80571845,30.28985712,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2023,7.335354624,21.60881394,29.88823161,,,,49.890186963999994,,,,,,,
Manhattan,Lower Manhattan,,2024,7.956536601,20.06263054,29.50178081,,,,49.890186963999994,,,,,,,
Brooklyn,Bensonhurst (CD11),,2005,,,,,,1.999641,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2009,9.84,23.01,27.36,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2010,9.18,21.93,34.87,,,1.021607,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2011,9.72,21.93,34.45,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2012,8.56,19.71,34.91,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2013,8.23,18.96,32.0,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2014,8.57,19.68,31.52,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2015,8.02,19.1,33.38,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2016,7.03,18.05,34.51,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2017,7.0,18.15,30.53,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2018,6.72,17.08,31.33,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2019,6.16,15.89,31.62,,,1.370812,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2020,5.85,15.36,30.22,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2021,6.370488871,16.39785979,31.16809833,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2022,5.533321435,14.09122812,36.54828959,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2023,6.442117397,15.53192342,39.07310042,,,,,,,,,,,
Brooklyn,Bensonhurst (CD11),,2024,6.119479394,13.52717147,34.8146924,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2005,,,,,,1.912609,,,,,,,,
Brooklyn,Borough Park (CD12),,2009,10.3,25.17,25.28,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2010,9.64,23.77,33.2,,,0.803273,,,,,,,,
Brooklyn,Borough Park (CD12),,2011,10.1,23.65,32.44,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2012,8.91,21.15,33.11,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2013,8.5,20.53,30.4,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2014,8.89,20.62,30.6,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2015,8.49,19.93,31.98,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2016,7.49,19.12,33.45,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2017,7.29,19.03,29.63,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2018,7.06,18.5,30.3,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2019,6.37,17.04,30.39,,,1.798067,,,,,,,,
Brooklyn,Borough Park (CD12),,2020,5.99,16.21,29.34,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2021,6.450384707,16.92434426,30.41093403,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2022,5.713347246,15.16900525,35.11207427,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2023,6.619159313,16.53085171,37.22655011,,,,,,,,,,,
Brooklyn,Borough Park (CD12),,2024,6.374177148,14.65870582,33.84084666,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2005,,,,,,1.0586,,,,,,,,
Brooklyn,Coney Island (CD13),,2009,9.43,18.41,30.59,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2010,8.76,17.65,37.44,,,0.507971,,,,,,,,
Brooklyn,Coney Island (CD13),,2011,9.37,17.69,37.52,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2012,8.24,15.97,37.9,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2013,8.04,15.06,34.64,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2014,8.32,16.57,33.22,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2015,7.62,16.07,35.76,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2016,6.65,14.64,36.33,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2017,6.79,15.09,32.41,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2018,6.53,13.63,32.96,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2019,5.98,12.95,33.61,,,0.722355,,,,,,,,
Brooklyn,Coney Island (CD13),,2020,5.69,13.04,31.56,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2021,6.255687694,14.08741217,32.37142808,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2022,5.400246773,12.7767782,37.67186939,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2023,6.356452703,13.49860962,41.2931847,,,,,,,,,,,
Brooklyn,Coney Island (CD13),,2024,5.935800293,12.1268352,36.08947586,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2005,,,,,,2.810021,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2009,10.34,24.43,25.58,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2010,9.72,23.01,33.38,,,1.525977,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2011,10.08,22.86,32.8,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2012,8.92,20.49,33.48,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2013,8.55,19.85,30.75,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2014,8.88,20.0,30.73,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2015,8.42,19.26,32.26,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2016,7.45,18.29,33.56,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2017,7.25,18.32,29.93,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2018,6.95,17.28,30.73,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2019,6.2,15.8,31.14,,,1.855355,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2020,5.92,15.6,29.23,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2021,6.43107807,16.16684381,30.42566724,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2022,5.62037205,14.65277326,34.91394865,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2023,6.529592865,15.90500226,37.31493103,,,,,,,,,,,
Brooklyn,Flatbush and Midwood (CD14),,2024,6.17714604,14.11497987,34.07473191,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2005,,,,,,2.209208,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2009,9.59,20.37,29.33,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2010,8.94,19.44,36.2,,,0.952919,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2011,9.46,19.38,36.24,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2012,8.32,17.6,36.83,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2013,8.14,16.78,33.64,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2014,8.39,17.96,32.4,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2015,7.76,17.4,34.76,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2016,6.78,15.91,35.37,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2017,6.85,16.39,31.68,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2018,6.54,14.49,32.35,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2019,6.07,13.59,33.29,,,1.332261,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2020,5.69,14.02,30.57,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2021,6.269496505,14.85219635,31.80556701,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2022,5.389991444,13.14523747,36.77191235,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2023,6.348332281,14.09699289,40.00347748,,,,,,,,,,,
Brooklyn,Sheepshead Bay (CD15),,2024,5.862965253,12.2251169,35.80895359,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2005,,,,,,3.756267,,,,,,,,
Brooklyn,Brownsville (CD16),,2009,10.78,25.63,25.39,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2010,10.0,24.03,33.25,,,1.590894,,,,,,,,
Brooklyn,Brownsville (CD16),,2011,10.3,24.23,32.63,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2012,9.14,21.92,33.19,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2013,8.82,21.36,30.74,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2014,9.21,20.91,31.19,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2015,8.88,20.08,32.07,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2016,7.97,19.29,33.74,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2017,7.62,19.3,30.27,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2018,7.36,18.8,30.95,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2019,6.65,17.02,31.63,,,2.424774,,,,,,,,
Brooklyn,Brownsville (CD16),,2020,6.11,16.79,29.22,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2021,6.516694888,16.73394699,30.80518625,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2022,5.757663772,15.94249185,34.21756217,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2023,6.754091415,17.43709819,36.35684649,,,,,,,,,,,
Brooklyn,Brownsville (CD16),,2024,6.339249248,15.08718777,34.39508323,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2005,,,,,,3.275749,,,,,,,,
Brooklyn,East Flatbush (CD17),,2009,10.57,25.12,25.74,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2010,9.87,23.63,33.57,,,1.513312,,,,,,,,
Brooklyn,East Flatbush (CD17),,2011,10.23,23.62,32.96,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2012,9.05,21.25,33.63,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2013,8.69,20.69,31.02,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2014,9.07,20.52,31.23,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2015,8.73,19.81,32.39,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2016,7.79,18.94,33.88,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2017,7.49,18.93,30.39,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2018,7.13,18.08,31.17,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2019,6.43,16.35,31.81,,,2.175616,,,,,,,,
Brooklyn,East Flatbush (CD17),,2020,5.97,16.23,29.54,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2021,6.469369371,16.52178403,31.04049048,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2022,5.658970885,15.30286219,34.90569044,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2023,6.636863737,16.60311565,37.1586567,,,,,,,,,,,
Brooklyn,East Flatbush (CD17),,2024,6.229798506,14.47590437,34.80454314,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2005,,,,,,1.492575,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2009,9.81,20.26,28.95,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2010,9.09,19.16,36.08,,,0.731529,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2011,9.53,19.24,35.88,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2012,8.35,17.25,36.58,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2013,8.16,16.67,33.65,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2014,8.46,17.08,33.12,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2015,8.06,16.61,34.66,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2016,7.08,15.36,35.71,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2017,6.99,15.71,32.38,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2018,6.66,14.45,32.91,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2019,6.11,13.13,33.98,,,1.017659,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2020,5.67,13.74,30.38,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2021,6.245363937,14.25955205,32.244583,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2022,5.332033825,13.32698641,36.17828665,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2023,6.397138835,14.76353255,38.37088645,,,,,,,,,,,
Brooklyn,Flatlands and Canarsie (CD18),,2024,5.802268118,12.31906468,36.19027256,,,,,,,,,,,
Queens,Long Island City - Astoria,,2005,,,,,,2.866232,57.506096806,,,,,,,
Queens,Long Island City - Astoria,,2005-2007,,,,,,,71.2,22.6,16.9,55.3,,,,
Queens,Long Island City - Astoria,,2009,11.4,26.29,26.08,,,,57.506096806,,,,,,,
Queens,Long Island City - Astoria,,2009-2011,,,,,,,79.4,15.6,12.3,39.8,,,,
Queens,Long Island City - Astoria,,2010,10.05,24.32,33.01,,,2.916476,57.506096806,,,,,,,
Queens,Long Island City - Astoria,,2011,11.02,25.24,32.66,,,,57.506096806,,,,,,,
Queens,Long Island City - Astoria,,2012,9.84,23.14,33.91,,,,57.506096806,,,,,,,
Queens,Long Island City - Astoria,,2012-2014,,,,,,,48.83048403,11.37739651,9.751318103,31.59339159,,,,
Queens,Long Island City - Astoria,,2013,9.6,22.3,30.62,,,,57.506096806,,,,,,,
